model,set,condition,verse,word,ok,single_token
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.7.7,ולא,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.7.7,כה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.7.7,אמר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.7.7,אדני,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.7.7,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.7.7,לא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.7.7,תקום,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.7.7,ולא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.7.7,תהיה,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.45.7,כל,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.45.7,חשך,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.45.7,עשה,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.45.7,אלה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.45.7,יוצר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.45.7,שלום,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.45.7,ובורא,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.45.7,רע,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.45.7,אני,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.45.7,עשה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.45.7,רע,1,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.45.7,אני,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.45.7,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.45.7,עשה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.45.7,כל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.45.7,אלה,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.6.3,כל,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.6.3,זה,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.6.3,ואמר,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.6.3,קדוש,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.6.3,כבודו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.6.3,זה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.6.3,אל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.6.3,זה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.6.3,קדוש,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.6.3,קדוש,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.6.3,קדוש,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.6.3,מלא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.6.3,קדוש,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.6.3,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.6.3,צבאות,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.6.3,מלא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.6.3,כל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.6.3,הארץ,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.6.3,כבודו,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.38.1,חזקיהו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.38.1,בימים,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.38.1,ישעיהו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.38.1,אמוץ,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.38.1,ויאמר,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,ההם,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,חלה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,ויבוא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,אליו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,ישעיהו,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,הנביא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,כה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.1,אמר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,בן,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,אמוץ,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,הנביא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,ויאמר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,אליו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,כה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,אמר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.1,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.38.7,אשר,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.38.7,לך,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.38.7,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.38.7,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.7,לך,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.7,האות,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.7,מאת,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.7,הדבר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.7,הזה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.38.7,דבר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.7,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.7,את,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.7,הדבר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.7,הזה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.7,אשר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.38.7,דבר,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.52.10,זרוע,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.52.10,כל,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.52.10,ארץ,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.52.10,את,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.52.10,אלהינו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,חשף,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,זרוע,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,לעיני,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,כל,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,כל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,ארץ,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,את,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.52.10,אלהינו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,הגוים,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,וראו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,כל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,אפסי,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,ארץ,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,את,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,ישועת,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.52.10,אלהינו,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.28.10,צו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.28.10,לצו,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.28.10,זעיר,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.28.10,שם,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.28.10,לצו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.28.10,צו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.28.10,לצו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.28.10,קו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.28.10,קו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.28.10,לקו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.28.10,קו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.28.10,לקו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.28.10,זעיר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.28.10,שם,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.28.10,זעיר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.28.10,שם,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.2.2,הימים,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.2,והיה,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.2,ההרים,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.2,כל,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.2,הגו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,באחרית,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,נכון,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,יהיה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,הר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,בית,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,מגבעות,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,ונהרו,0,0
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.2,הגו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,בראש,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,ההרים,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,ונשא,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,מגבעות,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,ונהרו,0,0
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,אליו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,כל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.2,הגו,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.49.3,לי,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.49.3,ויאמר,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.49.3,עבדי,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.49.3,ויאמר,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.49.3,לי,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.49.3,ישראל,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.49.3,אשר,1,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.49.3,ישראל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.49.3,אשר,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.49.3,בך,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.49.3,אתפאר,0,0
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.11.2,ובינה,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.11.2,עצה,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.11.2,ויראת,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.11.2,יהוה,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.11.2,רוח,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.11.2,ובינה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.11.2,וגבורה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.11.2,דעת,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.11.2,ויראת,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.11.2,רוח,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.11.2,עצה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.11.2,וגבורה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.11.2,רוח,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.11.2,דעת,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.11.2,ויראת,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.11.2,יהוה,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.2.22,חדלו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.22,לכם,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.22,האדם,1,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.2.22,אשר,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.22,חדלו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.22,לכם,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.22,מן,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.22,האדם,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.22,באפו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.2.22,נחשב,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.22,נשמה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.22,באפו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.22,כי,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.22,במה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.22,נחשב,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.2.22,הוא,0,1
DictaBERT,"lowest perplexity, DictaBERT",1 word,Isa.39.3,אליו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.39.3,ישעיהו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.39.3,חזקיהו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.39.3,אליו,0,1
DictaBERT,"lowest perplexity, DictaBERT",25%,Isa.39.3,אמרו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,אל,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,המלך,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,ויאמר,1,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,אמרו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,האנשים,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,האלה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,ומאין,0,1
DictaBERT,"lowest perplexity, DictaBERT",50%,Isa.39.3,אליך,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,אליו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,מה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,אמרו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,האנשים,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,האלה,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,ומאין,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,יבאו,0,1
DictaBERT,"lowest perplexity, DictaBERT",50% contiguous,Isa.39.3,אליך,0,1
DictaBERT,"control, both at median",1 word,Isa.46.11,אביאנה,0,0
DictaBERT,"control, both at median",25%,Isa.46.11,ממזרח,0,1
DictaBERT,"control, both at median",25%,Isa.46.11,עיט,0,1
DictaBERT,"control, both at median",25%,Isa.46.11,עצתו,0,1
DictaBERT,"control, both at median",25%,Isa.46.11,אף,0,1
DictaBERT,"control, both at median",50%,Isa.46.11,קרא,0,1
DictaBERT,"control, both at median",50%,Isa.46.11,עיט,0,1
DictaBERT,"control, both at median",50%,Isa.46.11,מארץ,0,1
DictaBERT,"control, both at median",50%,Isa.46.11,מרחק,0,1
DictaBERT,"control, both at median",50%,Isa.46.11,אף,0,1
DictaBERT,"control, both at median",50%,Isa.46.11,אף,0,1
DictaBERT,"control, both at median",50%,Isa.46.11,אביאנה,0,0
DictaBERT,"control, both at median",50%,Isa.46.11,יצרתי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,עצתי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,אף,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,דברתי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,אף,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,אביאנה,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,יצרתי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,אף,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.46.11,אעשנה,0,0
DictaBERT,"control, both at median",1 word,Isa.49.8,כה,1,1
DictaBERT,"control, both at median",25%,Isa.49.8,יהוה,0,1
DictaBERT,"control, both at median",25%,Isa.49.8,רצון,0,1
DictaBERT,"control, both at median",25%,Isa.49.8,וביום,0,1
DictaBERT,"control, both at median",25%,Isa.49.8,להקים,0,1
DictaBERT,"control, both at median",50%,Isa.49.8,אמר,1,1
DictaBERT,"control, both at median",50%,Isa.49.8,בעת,0,1
DictaBERT,"control, both at median",50%,Isa.49.8,עניתיך,0,0
DictaBERT,"control, both at median",50%,Isa.49.8,עזרתיך,0,0
DictaBERT,"control, both at median",50%,Isa.49.8,ואצרך,0,0
DictaBERT,"control, both at median",50%,Isa.49.8,ואתנך,0,0
DictaBERT,"control, both at median",50%,Isa.49.8,להקים,0,1
DictaBERT,"control, both at median",50%,Isa.49.8,ארץ,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,עזרתיך,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,ואצרך,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,ואתנך,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,לברית,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,עם,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,להקים,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,ארץ,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.49.8,לה,0,1
DictaBERT,"control, both at median",1 word,Isa.51.17,התעוררי,0,0
DictaBERT,"control, both at median",25%,Isa.51.17,מיד,0,1
DictaBERT,"control, both at median",25%,Isa.51.17,יהוה,0,1
DictaBERT,"control, both at median",25%,Isa.51.17,כוס,0,1
DictaBERT,"control, both at median",25%,Isa.51.17,את,0,1
DictaBERT,"control, both at median",50%,Isa.51.17,אשר,0,1
DictaBERT,"control, both at median",50%,Isa.51.17,מיד,0,1
DictaBERT,"control, both at median",50%,Isa.51.17,את,0,1
DictaBERT,"control, both at median",50%,Isa.51.17,כוס,0,1
DictaBERT,"control, both at median",50%,Isa.51.17,את,0,1
DictaBERT,"control, both at median",50%,Isa.51.17,כוס,0,1
DictaBERT,"control, both at median",50%,Isa.51.17,התרעלה,0,0
DictaBERT,"control, both at median",50%,Isa.51.17,שתי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,את,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,כוס,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,חמתו,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,את,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,קבעת,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,כוס,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,התרעלה,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.51.17,שתי,0,1
DictaBERT,"control, both at median",1 word,Isa.26.13,אלהינו,1,1
DictaBERT,"control, both at median",25%,Isa.26.13,אלהינו,1,1
DictaBERT,"control, both at median",25%,Isa.26.13,בך,0,1
DictaBERT,"control, both at median",50%,Isa.26.13,יהוה,0,1
DictaBERT,"control, both at median",50%,Isa.26.13,אלהינו,0,1
DictaBERT,"control, both at median",50%,Isa.26.13,בעלונו,0,0
DictaBERT,"control, both at median",50%,Isa.26.13,לבד,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.26.13,לבד,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.26.13,בך,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.26.13,נזכיר,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.26.13,שמך,0,1
DictaBERT,"control, both at median",1 word,Isa.40.20,לא,1,1
DictaBERT,"control, both at median",25%,Isa.40.20,המסכן,0,1
DictaBERT,"control, both at median",25%,Isa.40.20,ירקב,0,0
DictaBERT,"control, both at median",25%,Isa.40.20,חרש,0,1
DictaBERT,"control, both at median",25%,Isa.40.20,פסל,0,1
DictaBERT,"control, both at median",50%,Isa.40.20,תרומה,0,1
DictaBERT,"control, both at median",50%,Isa.40.20,עץ,0,1
DictaBERT,"control, both at median",50%,Isa.40.20,לא,0,1
DictaBERT,"control, both at median",50%,Isa.40.20,יבחר,0,1
DictaBERT,"control, both at median",50%,Isa.40.20,לו,0,1
DictaBERT,"control, both at median",50%,Isa.40.20,לא,0,1
DictaBERT,"control, both at median",50%,Isa.40.20,ימוט,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.40.20,חכם,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.40.20,יבקש,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.40.20,לו,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.40.20,להכין,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.40.20,פסל,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.40.20,לא,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.40.20,ימוט,0,0
DictaBERT,"control, both at median",1 word,Isa.36.9,אדני,0,1
DictaBERT,"control, both at median",25%,Isa.36.9,תשיב,0,1
DictaBERT,"control, both at median",25%,Isa.36.9,את,0,1
DictaBERT,"control, both at median",25%,Isa.36.9,פני,0,1
DictaBERT,"control, both at median",25%,Isa.36.9,לרכב,0,1
DictaBERT,"control, both at median",50%,Isa.36.9,את,0,1
DictaBERT,"control, both at median",50%,Isa.36.9,פני,0,1
DictaBERT,"control, both at median",50%,Isa.36.9,פחת,0,1
DictaBERT,"control, both at median",50%,Isa.36.9,עבדי,0,1
DictaBERT,"control, both at median",50%,Isa.36.9,ותבטח,0,0
DictaBERT,"control, both at median",50%,Isa.36.9,לך,0,1
DictaBERT,"control, both at median",50%,Isa.36.9,על,0,1
DictaBERT,"control, both at median",50%,Isa.36.9,מצרים,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,אדני,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,הקטנים,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,ותבטח,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,לך,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,על,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,מצרים,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,לרכב,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.36.9,ולפרשים,0,0
DictaBERT,"control, both at median",1 word,Isa.30.18,יהוה,1,1
DictaBERT,"control, both at median",25%,Isa.30.18,לחננכם,0,0
DictaBERT,"control, both at median",25%,Isa.30.18,ולכן,0,1
DictaBERT,"control, both at median",25%,Isa.30.18,אשרי,0,1
DictaBERT,"control, both at median",25%,Isa.30.18,לו,0,1
DictaBERT,"control, both at median",50%,Isa.30.18,לחננכם,0,0
DictaBERT,"control, both at median",50%,Isa.30.18,ולכן,0,1
DictaBERT,"control, both at median",50%,Isa.30.18,כי,0,1
DictaBERT,"control, both at median",50%,Isa.30.18,משפט,0,1
DictaBERT,"control, both at median",50%,Isa.30.18,יהוה,0,1
DictaBERT,"control, both at median",50%,Isa.30.18,אשרי,0,1
DictaBERT,"control, both at median",50%,Isa.30.18,חוכי,0,0
DictaBERT,"control, both at median",50%,Isa.30.18,לו,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,כי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,אלהי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,משפט,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,יהוה,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,אשרי,0,1
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,כל,1,1
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,חוכי,0,0
DictaBERT,"control, both at median",50% contiguous,Isa.30.18,לו,0,1
DictaBERT,"control, both at median",1 word,Isa.19.22,ורפוא,0,1
DictaBERT,"control, both at median",25%,Isa.19.22,את,1,1
DictaBERT,"control, both at median",25%,Isa.19.22,מצרים,1,1
DictaBERT,"control, both at median",25%,Isa.19.22,נגף,1,1
DictaBERT,"control, both at median",50%,Isa.19.22,ונגף,0,0
DictaBERT,"control, both at median",50%,Isa.19.22,יהוה,0,1
